SURVEY_TITLE,MAJOR_FUNCTION,FUNCTION,SUB_FUNCTION,CODE,CAREER_STREAM,CAREER_LEVEL_TITLE,LEVEL_CODE,MCX_POS_CODE,DUMMY_ID
2021 Comptryx,General & Administrative,Finance,Financial Planning & Analysis,AFP,Executive,"Officer, EVP, SVP, VP",E2,AFPE2,9620
2021 Comptryx,General & Administrative,Finance,Accounting - Government,AFR,Executive,"Officer, EVP, SVP, VP",E2,AFRE2,9620
2021 Comptryx,General & Administrative,Finance,Financial Systems,AFS,Executive,"Officer, EVP, SVP, VP",E2,AFSE2,9620
2021 Comptryx,General & Administrative,Finance,Tax,AFT,Executive,"Officer, EVP, SVP, VP",E2,AFTE2,9620
2021 Comptryx,General & Administrative,Finance,Audit / Compliance,AFU,Executive,"Officer, EVP, SVP, VP",E2,AFUE2,9620
2021 Comptryx,General & Administrative,Finance,Accounts Receivable/Accounts Payable,AFV,Executive,"Officer, EVP, SVP, VP",E2,AFVE2,9620
2021 Comptryx,General & Administrative,Finance,Finance - Other,AFX,Executive,"Officer, EVP, SVP, VP",E2,AFXE2,9620
2021 Comptryx,General & Administrative,Finance,Treasury,AFY,Executive,"Officer, EVP, SVP, VP",E2,AFYE2,9620
2021 Comptryx,General & Administrative,Human Resources,Compensation & Benefits,AHA,Executive,"Officer, EVP, SVP, VP",E2,AHAE2,9620
2021 Comptryx,General & Administrative,Human Resources,Benefits,AHB,Executive,"Officer, EVP, SVP, VP",E2,AHBE2,9620
2021 Comptryx,General & Administrative,Human Resources,Compensation,AHC,Executive,"Officer, EVP, SVP, VP",E2,AHCE2,9620
2021 Comptryx,General & Administrative,Human Resources,Diversity,AHD,Executive,"Officer, EVP, SVP, VP",E2,AHDE2,9620
2021 Comptryx,General & Administrative,Human Resources,Employee Relations,AHE,Executive,"Officer, EVP, SVP, VP",E2,AHEE2,9620
2021 Comptryx,General & Administrative,Human Resources,Human Resources Generalist,AHG,Executive,"SVP, VP",E2,AHGE2,9620
2021 Comptryx,General & Administrative,Human Resources,HRIS,AHH,Executive,"Officer, EVP, SVP, VP",E2,AHHE2,9620
2021 Comptryx,General & Administrative,Human Resources,Labor Relations,AHL,Executive,"Officer, EVP, SVP, VP",E2,AHLE2,9620
2021 Comptryx,General & Administrative,Human Resources,Global Mobility,AHM,Executive,"Officer, EVP, SVP, VP",E2,AHME2,9620
2021 Comptryx,General & Administrative,Human Resources,Human Resources Operations,AHO,Executive,"Officer, EVP, SVP, VP",E2,AHOE2,9620
2021 Comptryx,General & Administrative,Human Resources,Training & Development,AHR,Executive,"Officer, EVP, SVP, VP",E2,AHRE2,9620
2021 Comptryx,General & Administrative,Human Resources,Employment,AHS,Executive,"Officer, EVP, SVP, VP",E2,AHSE2,9620
2021 Comptryx,General & Administrative,Human Resources,Organizational Development,AHT,Executive,"Officer, EVP, SVP, VP",E2,AHTE2,9620
2021 Comptryx,General & Administrative,Human Resources,Workforce Analysis,AHW,Executive,"Officer, EVP, SVP, VP",E2,AHWE2,9620
2021 Comptryx,General & Administrative,Human Resources,Human Resources - Other,AHX,Executive,"Officer, EVP, SVP, VP",E2,AHXE2,9620
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Applications,AIA,Executive,"Officer, EVP, SVP, VP",E2,AIAE2,9620
2021 Comptryx,General & Administrative,Information Technology,Database Administration,AIB,Executive,"Officer, EVP, SVP, VP",E2,AIBE2,9620
2021 Comptryx,General & Administrative,Information Technology,Information Systems Security,AIC,Executive,"Officer, EVP, SVP, VP",E2,AICE2,9620
2021 Comptryx,General & Administrative,Information Technology,Data Center Operations,AID,Executive,"Officer, EVP, SVP, VP",E2,AIDE2,9620
2021 Comptryx,General & Administrative,Information Technology,Network Engineering,AIE,Executive,"Officer, EVP, SVP, VP",E2,AIEE2,9620
2021 Comptryx,General & Administrative,Information Technology,Database Engineering,AIF,Executive,"Officer, EVP, SVP, VP",E2,AIFE2,9620
2021 Comptryx,General & Administrative,Information Technology,Information Technology - General,AIG,Executive,"Officer, EVP",E2,AIGE2,9620
2021 Comptryx,General & Administrative,Information Technology,Help Desk Support,AIH,Executive,"Officer, EVP, SVP, VP",E2,AIHE2,9620
2021 Comptryx,General & Administrative,Information Technology,Cloud Engineering,AII,Executive,"Officer, EVP, SVP, VP",E2,AIIE2,9620
2021 Comptryx,General & Administrative,Information Technology,Cloud Services-Reliability,AIJ,Executive,"Officer, EVP, SVP, VP",E2,AIJE2,9620
2021 Comptryx,General & Administrative,Information Technology,Cloud Services-Operations,AIK,Executive,"Officer, EVP, SVP, VP",E2,AIKE2,9620
2021 Comptryx,General & Administrative,Information Technology,Systems/Platform Architecture,AIL,Executive,"Officer, EVP, SVP, VP",E2,AILE2,9620
2021 Comptryx,General & Administrative,Information Technology,Web Security Specialist,AIM,Executive,"Officer, EVP, SVP, VP",E2,AIME2,9620
2021 Comptryx,General & Administrative,Information Technology,Data Storage Engineering,AIN,Executive,"Officer, EVP, SVP, VP",E2,AINE2,9620
2021 Comptryx,General & Administrative,Information Technology,IT Project/Program Manager,AIO,Executive,"Officer, EVP, SVP, VP",E2,AIOE2,9620
2021 Comptryx,General & Administrative,Information Technology,Network Planning,AIP,Executive,"Officer, EVP, SVP, VP",E2,AIPE2,9620
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Analysis,AIQ,Executive,"Officer, EVP, SVP, VP",E2,AIQE2,9620
2021 Comptryx,General & Administrative,Information Technology,Programming Analysis - Systems,AIR,Executive,"Officer, EVP, SVP, VP",E2,AIRE2,9620
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Executive,"Officer, EVP, SVP, VP",E2,AISE2,9620
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Executive,"Officer, EVP, SVP, VP",E2,AITE2,9620
2021 Comptryx,General & Administrative,Information Technology,Desktop/PC Support,AIU,Executive,"Officer, EVP, SVP, VP",E2,AIUE2,9620
2021 Comptryx,General & Administrative,Information Technology,Audio/Visual Support,AIV,Executive,"Officer, EVP, SVP, VP",E2,AIVE2,9620
2021 Comptryx,General & Administrative,Information Technology,Systems/Network Administration,AIW,Executive,"Officer, EVP, SVP, VP",E2,AIWE2,9620
2021 Comptryx,General & Administrative,Information Technology,IT - Other,AIX,Executive,"Officer, EVP, SVP, VP",E2,AIXE2,9620
2021 Comptryx,General & Administrative,Information Technology,Disaster Recovery,AIY,Executive,"Officer, EVP, SVP, VP",E2,AIYE2,9620
2021 Comptryx,General & Administrative,Legal,Legal Assistant / Secretary,ALA,Executive,"Officer, EVP, SVP, VP",E2,ALAE2,9620
2021 Comptryx,General & Administrative,Legal,Brand Protection/Anti-Piracy,ALB,Executive,"Officer, EVP, SVP, VP",E2,ALBE2,9620
2021 Comptryx,General & Administrative,Legal,Legal Counsel,ALC,Executive,"Officer, EVP, SVP, VP",E2,ALCE2,9620
2021 Comptryx,General & Administrative,Legal,Data Privacy & Security Compliance,ALD,Executive,"Officer, EVP, SVP, VP",E2,ALDE2,9620
2021 Comptryx,General & Administrative,Legal,Legal - General Management,ALG,Executive,"SVP, VP",E2,ALGE2,9620
2021 Comptryx,General & Administrative,Legal,Contract Administration,ALK,Executive,"Officer, EVP, SVP, VP",E2,ALKE2,9620
2021 Comptryx,General & Administrative,Legal,Corporate Compliance,ALM,Executive,"Officer, EVP, SVP, VP",E2,ALME2,9620
2021 Comptryx,General & Administrative,Legal,Patent Law,ALP,Executive,"Officer, EVP, SVP, VP",E2,ALPE2,9620
2021 Comptryx,General & Administrative,Legal,Paralegal,ALR,Executive,"Officer, EVP, SVP, VP",E2,ALRE2,9620
2021 Comptryx,General & Administrative,Legal,Governmental Affairs,ALV,Executive,"Officer, EVP, SVP, VP",E2,ALVE2,9620
2021 Comptryx,General & Administrative,Legal,Legal - Other,ALX,Executive,"Officer, EVP, SVP, VP",E2,ALXE2,9620
2021 Comptryx,General & Administrative,General Management/Executive,Strategic Business Unit/Divisional Management,AMB,Executive,"Officer, EVP, SVP, VP",E2,AMBE2,9620
2021 Comptryx,General & Administrative,General Management/Executive,Chief Executive Officer / Executive Support,AME,Executive,"Officer, EVP, SVP, VP",E2,AMEE2,9620
2021 Comptryx,General & Administrative,General Management/Executive,COO/Operations Management,AMO,Executive,"Officer, EVP, SVP, VP",E2,AMOE2,9620
2021 Comptryx,General & Administrative,General Management/Executive,Top Regional Executive,AMR,Executive,"Officer, EVP, SVP, VP",E2,AMRE2,9620
2021 Comptryx,General & Administrative,General Management/Executive,General Mgmt./Exec - Other,AMX,Executive,"Officer, EVP, SVP, VP",E2,AMXE2,9620
2021 Comptryx,General & Administrative,Regulatory Affairs,Regulatory Affairs,ARA,Executive,"Officer, EVP, SVP, VP",E2,ARAE2,9620
2021 Comptryx,General & Administrative,Regulatory Affairs,Regulatory Compliance,ARC,Executive,"Officer, EVP",E2,ARCE2,9620
2021 Comptryx,General & Administrative,Regulatory Affairs,Regulatory - General,ARG,Executive,"Officer, EVP, SVP, VP",E2,ARGE2,9620
2021 Comptryx,General & Administrative,Regulatory Affairs,Medical Affairs,ARM,Executive,"Officer, EVP, SVP, VP",E2,ARME2,9620
2021 Comptryx,General & Administrative,Regulatory Affairs,Regulatory Affairs - Other,ARX,Executive,"Officer, EVP, SVP, VP",E2,ARXE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Janitorial/Custodial,ASC,Executive,"Officer, EVP, SVP, VP",E2,ASCE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Environmental Engineering,ASD,Executive,"Officer, EVP, SVP, VP",E2,ASDE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Environmental Health & Safety,ASE,Executive,"Officer, EVP, SVP, VP",E2,ASEE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Facilities Management,ASF,Executive,"Officer, EVP, SVP, VP",E2,ASFE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Safety & Security - Generalist,ASG,Executive,"Officer, EVP, SVP, VP",E2,ASGE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Hazardous Material Management,ASH,Executive,"Officer, EVP, SVP, VP",E2,ASHE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Electrical,ASL,Executive,"Officer, EVP, SVP, VP",E2,ASLE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Occupational Nursing,ASO,Executive,"Officer, EVP, SVP, VP",E2,ASOE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Plumbing,ASP,Executive,"Officer, EVP, SVP, VP",E2,ASPE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Security,ASU,Executive,"Officer, EVP, SVP, VP",E2,ASUE2,9620
2021 Comptryx,General & Administrative,Safety & Security,Safety & Security - Other,ASX,Executive,"Officer, EVP, SVP, VP",E2,ASXE2,9620
2021 Comptryx,General & Administrative,Transportation,Aviation/Pilots,ATA,Executive,"Officer, EVP, SVP, VP",E2,ATAE2,9620
2021 Comptryx,General & Administrative,Transportation,Driver/Dispatch,ATD,Executive,"Officer, EVP, SVP, VP",E2,ATDE2,9620
2021 Comptryx,General & Administrative,Transportation,Fleet Administration,ATF,Executive,"Officer, EVP, SVP, VP",E2,ATFE2,9620
2021 Comptryx,General & Administrative,Transportation,Truck Driver,ATT,Executive,"Officer, EVP, SVP, VP",E2,ATTE2,9620
2021 Comptryx,General & Administrative,Transportation,Transportation - Other,ATX,Executive,"Officer, EVP, SVP, VP",E2,ATXE2,9620
2021 Comptryx,General & Administrative,G&A - Other,G&A - Other,AXX,Executive,"Officer, EVP, SVP, VP",E2,AXXE2,9620
2021 Comptryx,Operations,Distribution,Distribution Analysis,ODA,Executive,"Officer, EVP, SVP, VP",E2,ODAE2,9620
2021 Comptryx,Operations,Distribution,Import/Export,ODC,Executive,"Officer, EVP, SVP, VP",E2,ODCE2,9620
2021 Comptryx,Operations,Distribution,Order Fulfillment,ODF,Executive,"Officer, EVP, SVP, VP",E2,ODFE2,9620
2021 Comptryx,Operations,Distribution,Distribution - Generalist,ODG,Executive,"Officer, EVP, SVP, VP",E2,ODGE2,9620
2021 Comptryx,Operations,Distribution,Material Handling,ODH,Executive,"Officer, EVP, SVP, VP",E2,ODHE2,9620
2021 Comptryx,Operations,Distribution,Inventory Control,ODI,Executive,"Officer, EVP, SVP, VP",E2,ODIE2,9620
2021 Comptryx,Operations,Distribution,Logistics,ODL,Executive,"Officer, EVP, SVP, VP",E2,ODLE2,9620
2021 Comptryx,Operations,Distribution,Supply Chain Management,ODM,Executive,"Officer, EVP, SVP, VP",E2,ODME2,9620
2021 Comptryx,Operations,Distribution,Shipping/ Receiving,ODR,Executive,"Officer, EVP, SVP, VP",E2,ODRE2,9620
2021 Comptryx,Operations,Distribution,Traffic,ODT,Executive,"Officer, EVP, SVP, VP",E2,ODTE2,9620
2021 Comptryx,Operations,Distribution,Distribution - Other,ODX,Executive,"Officer, EVP, SVP, VP",E2,ODXE2,9620
2021 Comptryx,Operations,Flight Operations,Flight Operations - General,OFG,Executive,"Officer, EVP, SVP, VP",E2,OFGE2,9620
2021 Comptryx,Operations,Flight Operations,Flight Safety & Inspection,OFI,Executive,"Officer, EVP, SVP, VP",E2,OFIE2,9620
2021 Comptryx,Operations,Flight Operations,Aircraft Maintenance,OFM,Executive,"Officer, EVP, SVP, VP",E2,OFME2,9620
2021 Comptryx,Operations,Flight Operations,Aircraft Reliability,OFR,Executive,"Officer, EVP, SVP, VP",E2,OFRE2,9620
2021 Comptryx,Operations,Flight Operations,UAV Pilot,OFV,Executive,"Officer, EVP, SVP, VP",E2,OFVE2,9620
2021 Comptryx,Operations,Flight Operations,Flight Operations - Other,OFX,Executive,"Officer, EVP, SVP, VP",E2,OFXE2,9620
2021 Comptryx,Operations,General,Operations - General,OGG,Executive,"Officer, EVP, SVP, VP",E2,OGGE2,9620
2021 Comptryx,Operations,Manufacturing,Assembly,OMA,Executive,"Officer, EVP, SVP, VP",E2,OMAE2,9620
2021 Comptryx,Operations,Manufacturing,Biochemical Manufacturing Operations,OMB,Executive,"Officer, EVP, SVP, VP",E2,OMBE2,9620
2021 Comptryx,Operations,Manufacturing,Component Engineering,OMC,Executive,"Officer, EVP, SVP, VP",E2,OMCE2,9620
2021 Comptryx,Operations,Manufacturing,Manufacturing Execution Systems (MES) Configuration & Implementation,OMD,Executive,"Officer, EVP, SVP, VP",E2,OMDE2,9620
2021 Comptryx,Operations,Manufacturing,Manufacturing Engineering,OME,Executive,"Officer, EVP, SVP, VP",E2,OMEE2,9620
2021 Comptryx,Operations,Manufacturing,Manufacturing Yield/Failure Analysis Engineering,OMF,Executive,"Officer, EVP, SVP, VP",E2,OMFE2,9620
2021 Comptryx,Operations,Manufacturing,Manufacturing - General Management,OMG,Executive,"Officer, EVP, SVP, VP",E2,OMGE2,9620
2021 Comptryx,Operations,Manufacturing,Quality Inspection/Control,OMI,Executive,"Officer, EVP, SVP, VP",E2,OMIE2,9620
2021 Comptryx,Operations,Manufacturing,Production Planning,OML,Executive,"Officer, EVP, SVP, VP",E2,OMLE2,9620
2021 Comptryx,Operations,Manufacturing,Materials Planning,OMM,Executive,"Officer, EVP, SVP, VP",E2,OMME2,9620
2021 Comptryx,Operations,Manufacturing,Manufacturing Equipment Maintenance,OMN,Executive,"Officer, EVP, SVP, VP",E2,OMNE2,9620
2021 Comptryx,Operations,Manufacturing,Machine Operations,OMO,Executive,"Officer, EVP, SVP, VP",E2,OMOE2,9620
2021 Comptryx,Operations,Manufacturing,Procurement,OMP,Executive,"Officer, EVP, SVP, VP",E2,OMPE2,9620
2021 Comptryx,Operations,Manufacturing,Quality Assurance,OMQ,Executive,"Officer, EVP, SVP, VP",E2,OMQE2,9620
2021 Comptryx,Operations,Manufacturing,Process Engineering,OMR,Executive,"Officer, EVP, SVP, VP",E2,OMRE2,9620
2021 Comptryx,Operations,Manufacturing,Product Test Engineering,OMT,Executive,"Officer, EVP, SVP, VP",E2,OMTE2,9620
2021 Comptryx,Operations,Manufacturing,Supplier Quality Assurance,OMV,Executive,"Officer, EVP, SVP, VP",E2,OMVE2,9620
2021 Comptryx,Operations,Manufacturing,Wafer Fab Operations,OMW,Executive,"Officer, EVP, SVP, VP",E2,OMWE2,9620
2021 Comptryx,Operations,Manufacturing,Manufacturing - Other,OMX,Executive,"Officer, EVP, SVP, VP",E2,OMXE2,9620
2021 Comptryx,Operations,Operations - Other,Operations - Other,OXX,Executive,"Officer, EVP, SVP, VP",E2,OXXE2,9620
2021 Comptryx,Services,Customer Support,Call Center Analysis,PCA,Executive,"Officer, EVP, SVP, VP",E2,PCAE2,9620
2021 Comptryx,Services,Customer Support,Service Dispatch,PCD,Executive,"Officer, EVP, SVP, VP",E2,PCDE2,9620
2021 Comptryx,Services,Customer Support,Technical Support Engineering,PCE,Executive,"Officer, EVP, SVP, VP",E2,PCEE2,9620
2021 Comptryx,Services,Customer Support,Field Customer Support,PCF,Executive,"Officer, EVP, SVP, VP",E2,PCFE2,9620
2021 Comptryx,Services,Customer Support,Customer Support - Generalist,PCG,Executive,"Officer, EVP, SVP, VP",E2,PCGE2,9620
2021 Comptryx,Services,Customer Support,Implementation Specialist,PCI,Executive,"Officer, EVP, SVP, VP",E2,PCIE2,9620
2021 Comptryx,Services,Customer Support,Spares/Parts Provisioning,PCR,Executive,"Officer, EVP, SVP, VP",E2,PCRE2,9620
2021 Comptryx,Services,Customer Support,Product Support (1st Tier),PCT,Executive,"Officer, EVP, SVP, VP",E2,PCTE2,9620
2021 Comptryx,Services,Customer Support,Customer Service,PCU,Executive,"Officer, EVP, SVP, VP",E2,PCUE2,9620
2021 Comptryx,Services,Customer Support,Warranty Administration,PCW,Executive,"Officer, EVP, SVP, VP",E2,PCWE2,9620
2021 Comptryx,Services,Customer Support,Customer Support - Other,PCX,Executive,"Officer, EVP, SVP, VP",E2,PCXE2,9620
2021 Comptryx,Services,Training/Education,Customer Education,PED,Executive,"Officer, EVP, SVP, VP",E2,PEDE2,9620
2021 Comptryx,Services,Training/Education,Training - Generalist,PEG,Executive,"Officer, EVP, SVP, VP",E2,PEGE2,9620
2021 Comptryx,Services,Training/Education,Instructional Design,PEI,Executive,"Officer, EVP, SVP, VP",E2,PEIE2,9620
2021 Comptryx,Services,Training/Education,E-Learning,PEL,Executive,"Officer, EVP, SVP, VP",E2,PELE2,9620
2021 Comptryx,Services,Training/Education,Technical Training,PET,Executive,"Officer, EVP, SVP, VP",E2,PETE2,9620
2021 Comptryx,Services,Training/Education,Training/Education - other,PEX,Executive,"Officer, EVP, SVP, VP",E2,PEXE2,9620
2021 Comptryx,Services,General,Services - General,PGG,Executive,"Officer, EVP, SVP, VP",E2,PGGE2,9620
2021 Comptryx,Services,Outsourcing,Outsourcing Management - Business Process (BPO),POB,Executive,"Officer, EVP, SVP, VP",E2,POBE2,9620
2021 Comptryx,Services,Outsourcing,Delivery,POD,Executive,"Officer, EVP, SVP, VP",E2,PODE2,9620
2021 Comptryx,Services,Outsourcing,Engagement,POE,Executive,"Officer, EVP, SVP, VP",E2,POEE2,9620
2021 Comptryx,Services,Outsourcing,Outsourcing - Generalist,POG,Executive,"Officer, EVP, SVP, VP",E2,POGE2,9620
2021 Comptryx,Services,Outsourcing,Outsourcing Management - Information Technology (ITO),POI,Executive,"Officer, EVP, SVP, VP",E2,POIE2,9620
2021 Comptryx,Services,Outsourcing,Business Process Analysis,POR,Executive,"Officer, EVP, SVP, VP",E2,PORE2,9620
2021 Comptryx,Services,Outsourcing,Outsourcing - Other,POX,Executive,"Officer, EVP, SVP, VP",E2,POXE2,9620
2021 Comptryx,Services,Core Professional Services,Applications Consulting,PPA,Executive,"Officer, EVP, SVP, VP",E2,PPAE2,9620
2021 Comptryx,Services,Core Professional Services,Client Relationship Management,PPC,Executive,"Officer, EVP, SVP, VP",E2,PPCE2,9620
2021 Comptryx,Services,Core Professional Services,Digital Consulting,PPD,Executive,"Officer, EVP, SVP, VP",E2,PPDE2,9620
2021 Comptryx,Services,Core Professional Services,Consulting - General,PPG,Executive,"Officer, EVP, SVP, VP",E2,PPGE2,9620
2021 Comptryx,Services,Core Professional Services,Cloud Enablement Consulting,PPL,Executive,"Officer, EVP, SVP, VP",E2,PPLE2,9620
2021 Comptryx,Services,Core Professional Services,Management Consulting,PPM,Executive,"Officer, EVP, SVP, VP",E2,PPME2,9620
2021 Comptryx,Services,Core Professional Services,Cyber Security Consulting,PPN,Executive,"Officer, EVP, SVP, VP",E2,PPNE2,9620
2021 Comptryx,Services,Core Professional Services,Project Management (client focused),PPP,Executive,"Officer, EVP, SVP, VP",E2,PPPE2,9620
2021 Comptryx,Services,Core Professional Services,Staff Resourcing Management,PPR,Executive,"Officer, EVP, SVP, VP",E2,PPRE2,9620
2021 Comptryx,Services,Core Professional Services,Strategy Consulting,PPS,Executive,"Officer, EVP, SVP, VP",E2,PPSE2,9620
2021 Comptryx,Services,Core Professional Services,Technical Consulting,PPT,Executive,"Officer, EVP, SVP, VP",E2,PPTE2,9620
2021 Comptryx,Services,Core Professional Services,Core Prof Svs - Other,PPX,Executive,"Officer, EVP, SVP, VP",E2,PPXE2,9620
2021 Comptryx,Services,Services - Other,Services - Other,PXX,Executive,"Officer, EVP, SVP, VP",E2,PXXE2,9620
2021 Comptryx,Research & Development,Aerospace Engineering,Engineering - Aeronautical,RAA,Executive,"Officer, EVP, SVP, VP",E2,RAAE2,9620
2021 Comptryx,Research & Development,Aerospace Engineering,Aerospace Engineering - General,RAG,Executive,"Officer, EVP, SVP, VP",E2,RAGE2,9620
2021 Comptryx,Research & Development,Aerospace Engineering,Engineering - Propulsion,RAP,Executive,"Officer, EVP, SVP, VP",E2,RAPE2,9620
2021 Comptryx,Research & Development,Aerospace Engineering,Aerospace Engineering - Other,RAX,Executive,"Officer, EVP, SVP, VP",E2,RAXE2,9620
2021 Comptryx,Research & Development,Chemical/Materials Engineering,Chemical Engineering,RCC,Executive,"Officer, EVP, SVP, VP",E2,RCCE2,9620
2021 Comptryx,Research & Development,Chemical/Materials Engineering,Chemical/Materials Engineering - General,RCG,Executive,"Officer, EVP, SVP, VP",E2,RCGE2,9620
2021 Comptryx,Research & Development,Chemical/Materials Engineering,Materials Engineering,RCM,Executive,"Officer, EVP, SVP, VP",E2,RCME2,9620
2021 Comptryx,Research & Development,Chemical/Materials Engineering,Composites Engineering,RCO,Executive,"Officer, EVP, SVP, VP",E2,RCOE2,9620
2021 Comptryx,Research & Development,Chemical/Materials Engineering,Plastics Engineering,RCP,Executive,"Officer, EVP, SVP, VP",E2,RCPE2,9620
2021 Comptryx,Research & Development,Chemical/Materials Engineering,Chemical/Materials Engineering - Other,RCX,Executive,"Officer, EVP, SVP, VP",E2,RCXE2,9620
2021 Comptryx,Research & Development,Clinical Development,Clinical Development - General,RDG,Executive,"Officer, EVP",E2,RDGE2,9620
2021 Comptryx,Research & Development,Clinical Development,Patient Recruitment & Education,RDP,Executive,"Officer, EVP, SVP, VP",E2,RDPE2,9620
2021 Comptryx,Research & Development,Clinical Development,Clinical Research,RDR,Executive,"Officer, EVP, SVP, VP",E2,RDRE2,9620
2021 Comptryx,Research & Development,Clinical Development,Clinical Trials,RDT,Executive,"Officer, EVP, SVP, VP",E2,RDTE2,9620
2021 Comptryx,Research & Development,Clinical Development,Clinical Development - Other,RDX,Executive,"Officer, EVP, SVP, VP",E2,RDXE2,9620
2021 Comptryx,Research & Development,General Research & Development,Generic Development Engineering,RGG,Executive,"Officer, EVP, SVP, VP",E2,RGGE2,9620
2021 Comptryx,Research & Development,Hardware,Analog Engineering,RHA,Executive,"Officer, EVP, SVP, VP",E2,RHAE2,9620
2021 Comptryx,Research & Development,Hardware,Mixed Signal Engineering,RHB,Executive,"Officer, EVP, SVP, VP",E2,RHBE2,9620
2021 Comptryx,Research & Development,Hardware,Engineering - Acoustics,RHC,Executive,"Officer, EVP, SVP, VP",E2,RHCE2,9620
2021 Comptryx,Research & Development,Hardware,Asic/Digital Design,RHD,Executive,"Officer, EVP, SVP, VP",E2,RHDE2,9620
2021 Comptryx,Research & Development,Hardware,Electronic Design Engineer,RHE,Executive,"Officer, EVP, SVP, VP",E2,RHEE2,9620
2021 Comptryx,Research & Development,Hardware,Baseband Engineering,RHF,Executive,"Officer, EVP, SVP, VP",E2,RHFE2,9620
2021 Comptryx,Research & Development,Hardware,Hardware Engineering - Multi,RHG,Executive,"Officer, EVP, SVP, VP",E2,RHGE2,9620
2021 Comptryx,Research & Development,Hardware,Wireless Engineering,RHL,Executive,"Officer, EVP, SVP, VP",E2,RHLE2,9620
2021 Comptryx,Research & Development,Hardware,Mechanical Engineering,RHM,Executive,"Officer, EVP, SVP, VP",E2,RHME2,9620
2021 Comptryx,Research & Development,Hardware,Mechatronics Engineering,RHN,Executive,"Officer, EVP, SVP, VP",E2,RHNE2,9620
2021 Comptryx,Research & Development,Hardware,Optical Engineering,RHO,Executive,"Officer, EVP, SVP, VP",E2,RHOE2,9620
2021 Comptryx,Research & Development,Hardware,Robotics,RHR,Executive,"Officer, EVP, SVP, VP",E2,RHRE2,9620
2021 Comptryx,Research & Development,Hardware,Systems Architecture,RHS,Executive,"Officer, EVP, SVP, VP",E2,RHSE2,9620
2021 Comptryx,Research & Development,Hardware,HW/Electro-Mechanical Engineering,RHW,Executive,"Officer, EVP, SVP, VP",E2,RHWE2,9620
2021 Comptryx,Research & Development,Hardware,Hardware - Other,RHX,Executive,"Officer, EVP, SVP, VP",E2,RHXE2,9620
2021 Comptryx,Research & Development,Research,Epidemiology,RMA,Executive,"Officer, EVP, SVP, VP",E2,RMAE2,9620
2021 Comptryx,Research & Development,Research,Biologist,RMB,Executive,"Officer, EVP, SVP, VP",E2,RMBE2,9620
2021 Comptryx,Research & Development,Research,Chemist,RMC,Executive,"Officer, EVP, SVP, VP",E2,RMCE2,9620
2021 Comptryx,Research & Development,Research,Meteorologist,RME,Executive,"Officer, EVP, SVP, VP",E2,RMEE2,9620
2021 Comptryx,Research & Development,Research,Pathology Research,RMF,Executive,"Officer, EVP, SVP, VP",E2,RMFE2,9620
2021 Comptryx,Research & Development,Research,Pharmacology,RMH,Executive,"Officer, EVP, SVP, VP",E2,RMHE2,9620
2021 Comptryx,Research & Development,Research,Corporate Librarian,RML,Executive,"Officer, EVP, SVP, VP",E2,RMLE2,9620
2021 Comptryx,Research & Development,Research,Mathematician,RMM,Executive,"Officer, EVP, SVP, VP",E2,RMME2,9620
2021 Comptryx,Research & Development,Research,Physicist,RMP,Executive,"Officer, EVP, SVP, VP",E2,RMPE2,9620
2021 Comptryx,Research & Development,Research,Research Scientist,RMR,Executive,"Officer, EVP, SVP, VP",E2,RMRE2,9620
2021 Comptryx,Research & Development,Research,Cyber Research,RMS,Executive,"Officer, EVP, SVP, VP",E2,RMSE2,9620
2021 Comptryx,Research & Development,Research,Chief Technology Officer,RMT,Executive,"Officer, EVP, SVP, VP",E2,RMTE2,9620
2021 Comptryx,Research & Development,Research,Research - Other,RMX,Executive,"Officer, EVP, SVP, VP",E2,RMXE2,9620
2021 Comptryx,Research & Development,Product Development,Product Development - General,RPG,Executive,"Officer, EVP, SVP, VP",E2,RPGE2,9620
2021 Comptryx,Research & Development,Product Development,Product Development - Hardware / Systems,RPH,Executive,"Officer, EVP, SVP, VP",E2,RPHE2,9620
2021 Comptryx,Research & Development,Product Development,Product Development - Software,RPS,Executive,"Officer, EVP, SVP, VP",E2,RPSE2,9620
2021 Comptryx,Research & Development,Product Development,Product Development - Other,RPX,Executive,"Officer, EVP, SVP, VP",E2,RPXE2,9620
2021 Comptryx,Research & Development,Quality,Quality - Development,RQD,Executive,"Officer, EVP, SVP, VP",E2,RQDE2,9620
2021 Comptryx,Research & Development,Quality,Quality - Generalist,RQG,Executive,"Officer, EVP, SVP, VP",E2,RQGE2,9620
