ORG_INFO_COMPANY_CODE,YOUR_EEID,COUNTRY_NAME,IND_NAME,POS_CODE,YOUR_CODE,YOUR_TITLE,YOUR_GRADE,EMP_ROLE,SUP_ID,ORG_CODE,EMP_TYPE,EMP_CLASS,TIME_W,BASE_SALARY,CURR_CODE,NUM_MONTHS,STIELIG,BONTGT
Company A,120249661,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,1094365,FIN,Regular,,100%,68145,MYR,13,Y,2181
Company A,120250925,United States,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M23,Internal,40281293,FIN,Regular,US - Exempt,100%,67867,USD,12,Y,2172
Company A,120258815,Poland,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M18,Internal,42105627,FIN,Regular,,100%,67587,PLN,12,Y,2163
Company A,120260089,United States,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M23,Internal,43353287,FIN,Regular,US - Exempt,100%,67321,USD,12,Y,2154
Company A,120274119,United States,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M23,Internal,43814837,FIN,Regular,US - Exempt,100%,67243,USD,12,Y,2152
Company A,120259549,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,1094365,FIN,Regular,,100%,66894,MYR,13,Y,2141
Company A,120245653,Brazil,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M23,Internal,43604171,FIN,Regular,,100%,66807,BRL,13,Y,2138
Company A,120086587,Malaysia,Professional Services/Outsourcing Solutions,AFPP2,00F20G,Financial Analyst II,M15,Internal,42876431,PNT,Regular,,100%,66505,MYR,13,Y,2128
Company A,120262299,United States,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M23,Internal,15488073,FIN,Regular,US - Exempt,100%,66005,USD,12,Y,2112
Company A,120288915,United States,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M23,Internal,43490777,FIN,Regular,US - Exempt,100%,65000,USD,12,Y,2080
Company A,219067,Germany,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,40678385,FIN,Regular,,100%,63225,EUR,13.22,Y,2023
Company A,120027595,Poland,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M18,Internal,42697825,FIN,Regular,,100%,63000,PLN,12,Y,2016
Company A,120060899,Poland,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M18,Internal,40853791,FIN,Regular,,100%,62669,PLN,12,Y,2005
Company A,120290907,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,828733,FIN,Regular,,100%,62582,MYR,13,Y,2003
Company A,120292199,Poland,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M18,Internal,40678385,FIN,Regular,,100%,62476,PLN,12,Y,1999
Company A,119167,Germany,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,40678385,FIN,Regular,,100%,62464,EUR,13.22,Y,1999
Company A,1294401,Singapore,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M11,Internal,12010185,FIN,Regular,,100%,62334,SGD,13,Y,1995
Company A,120191265,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,120229331,FIN,Regular,,100%,62017,MYR,13,Y,1985
Company A,43951245,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,43050623,FIN,Regular,,100%,61052,MYR,13,Y,1954
Company A,214579,Germany,Professional Services/Outsourcing Solutions,AFPP2,00F20G,Financial Analyst II,M07,Internal,1122607,PNT,Regular,,100%,60601,EUR,13.22,Y,1939
Company A,120184737,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,12010185,FIN,Regular,,100%,57580,MYR,13,Y,1843
Company A,120003035,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,43100679,FIN,Regular,,100%,56349,MYR,13,Y,1803
Company A,120191845,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,43050623,FIN,Regular,,100%,53162,MYR,13,Y,1701
Company A,373587,Puerto Rico,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M22,Internal,1011851,FIN,Regular,,100%,52460,USD,12,Y,1679
Company A,120308387,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,828733,FIN,Regular,,100%,52000,MYR,13,Y,1664
Company A,218713,Germany,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,40678385,FIN,Regular,,79%,51979.101,EUR,13.22,Y,2107
Company A,225157,Germany,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,230011,FIN,Regular,,79%,50416.681,EUR,13.22,Y,2043
Company A,272983,France,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M06,Internal,120268541,FIN,Regular,France - Cadre,100%,50404,EUR,12,Y,1613
Company A,120260659,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,120229331,FIN,Regular,,100%,49954,MYR,13,Y,1599
Company A,120288073,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,43100679,FIN,Regular,,100%,48948,MYR,13,Y,1566
Company A,120275611,Malaysia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M15,Internal,43283089,FIN,Regular,,100%,48888,MYR,13,Y,1564
Company A,160111077,Italy,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,16250877,FIN,Regular,Italy - Impiegati,100%,47663,EUR,14,Y,1525
Company A,16249179,France,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M06,Internal,120268541,FIN,Regular,France - Cadre,100%,45530,EUR,12,Y,1457
Company A,277755,France,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M06,Internal,120268541,FIN,Regular,France - Cadre,100%,45209,EUR,12,Y,1447
Company A,1137723,France,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M06,Internal,120268541,FIN,Regular,France - Cadre,100%,44323,EUR,12,Y,1418
Company A,43779011,Puerto Rico,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M22,Internal,1011851,FIN,Regular,,100%,42712,USD,12,Y,1367
Company A,120245567,Italy,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,16250877,FIN,Regular,Italy - Impiegati,100%,42005,EUR,14,Y,1344
Company A,2451442756,Spain,Computer/Hardware Systems,AFPP2,B6312N,Costing and Solution Specialist,E,Internal,2451483916,B711,Regular,,100%,39196.22,EUR,12,N,
Company A,43799559,Puerto Rico,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M22,Internal,1011851,FIN,Regular,,100%,36426,USD,12,Y,1166
Company A,2451152431,Spain,Computer/Hardware Systems,AFPP2,B6312F,Costing and Solution Specialist,E,Internal,2452488808,A085,Regular,,88%,35311.52,EUR,12,N,
Company A,1053185,United Kingdom,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M09,Internal,16250877,FIN,Regular,,100%,34140,GBP,12,Y,1092
Company A,43397229,Spain,Professional Services/Outsourcing Solutions,AFPP2,00F20G,Financial Analyst II,M07,Internal,1122607,PNT,Regular,,100%,33334,EUR,12,Y,1067
Company A,2451229949,Spain,Computer/Hardware Systems,AFPP2,B6312F,Costing and Solution Specialist,E,Internal,2450277242,A085,Regular,,100%,33012,EUR,12,N,
Company A,43934631,Tunisia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M10,Internal,40853791,FIN,Regular,,100%,32939,TND,12,Y,1054
Company A,2450001127,United Kingdom,Computer/Hardware Systems,AFPP2,B6312N,Costing and Solution Specialist,E,Internal,2451840783,B711,Regular,,100%,31938.24,GBP,12,N,
Company A,2451332212,United Kingdom,Computer/Hardware Systems,AFPP2,B6312F,Costing and Solution Specialist,E,Internal,2451840783,B711,Regular,,100%,30273.33,GBP,12,N,
Company A,1420115,Italy,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,16250877,FIN,Regular,Italy - Impiegati,63%,30214.375,EUR,14,Y,1547
Company A,43607639,United Kingdom,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M09,Internal,16250877,FIN,Regular,,100%,27355,GBP,12,Y,875
Company A,43807729,Slovakia,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M09,Internal,16250877,FIN,Regular,,100%,23748,EUR,12,Y,760
Company A,120280831,Bulgaria,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,43706953,FIN,Regular,,100%,21036,EUR,12,Y,673
Company A,120291999,Bulgaria,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,43134505,FIN,Fixed Contract,,100%,19111,EUR,12,Y,612
Company A,120260527,Bulgaria,Computer/Hardware Systems,AFPP2,00F20G,Financial Analyst II,M07,Internal,43134505,FIN,Regular,,100%,18227,EUR,12,Y,583
Company A,40010657,Indonesia,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M18,Internal,43414841,FIN,Regular,,100%,325354777,IDR,13,Y,10411353
Company A,120023469,Colombia,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M23,Internal,940067,FIN,Regular,,100%,95041244,COP,14.12,Y,3041320
Company A,761389,South Korea,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,MC2,Internal,120157487,FIN,Regular,,100%,84110400,KRW,12,Y,2691533
Company A,989261,South Korea,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,MC2,Internal,40313837,FSGL,Regular,,100%,79358400,KRW,12,Y,11903760
Company A,1107413,South Korea,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,MC2,Internal,120285641,FIN,Regular,,100%,78708000,KRW,12,Y,2518656
Company A,70030963,South Korea,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,MC2,Internal,70030649,FIN,Regular,,100%,78358800,KRW,12,Y,3917940
Company A,120143155,South Korea,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,MC2,Internal,989931,FIN,Regular,,100%,67749600,KRW,12,Y,2167987
Company A,43459047,South Korea,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,MC2,Internal,930447,FIN,Regular,,100%,54351648,KRW,12,Y,1739253
Company A,43755331,Chile,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M24,Internal,977057,FIN,Regular,,100%,25446648,CLP,12,Y,814293
Company A,40800823,Chile,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M24,Internal,1127625,FIN,Regular,,100%,24684648,CLP,12,Y,789909
Company A,120286009,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,42719849,FIN,Regular,,100%,23283544,CRC,13,Y,745073
Company A,42871567,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,40779411,FIN,Regular,,100%,20370056,CRC,13,Y,651842
Company A,120208427,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,42702195,FIN,Regular,,100%,20121770,CRC,13,Y,643897
Company A,120257159,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,43626683,FIN,Regular,,100%,19009983,CRC,13,Y,608319
Company A,120107577,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,40779411,FIN,Regular,,100%,19006452,CRC,13,Y,608206
Company A,42897493,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,120114819,FIN,Regular,,100%,18701055,CRC,13,Y,598434
Company A,120278825,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,42702195,FIN,Regular,,100%,18454800,CRC,13,Y,590554
Company A,120117625,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,940067,FIN,Regular,,100%,18258802,CRC,13,Y,584282
Company A,120188167,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,43626683,FIN,Regular,,100%,18248524,CRC,13,Y,583953
Company A,120101715,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,98549,FIN,Regular,,100%,18048852,CRC,13,Y,577563
Company A,120205377,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,856909,FIN,Regular,,100%,17527394,CRC,13,Y,560877
Company A,40857483,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,98549,FIN,Regular,,100%,16897032,CRC,13,Y,540705
Company A,120251141,Costa Rica,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,1048329,FIN,Regular,,100%,11380833,CRC,13,Y,364187
Company A,798629,Japan,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M07,Internal,43706953,FIN,Regular,,100%,9197678,JPY,18,Y,294326
Company A,120296153,Hungary,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M09,Internal,829359,FIN,Regular,,100%,9072000,HUF,12,Y,290304
Company A,70030757,Japan,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M07,Internal,70030937,FIN,Regular,,100%,8650116,JPY,18,Y,432506
Company A,120203525,Hungary,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M09,Internal,829359,FIN,Regular,,100%,8554385,HUF,12,Y,273740
Company A,790571,Japan,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M07,Internal,15723139,FIN,Regular,,100%,7473619,JPY,18,Y,239156
Company A,797811,Japan,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M07,Internal,799347,FIN,Regular,,100%,7424100,JPY,18,Y,237571
Company A,120307531,Hungary,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M09,Internal,829359,FIN,Regular,,100%,7200000,HUF,12,Y,230400
Company A,120308997,Kazakhstan,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M10,Internal,306661,FIN,Regular,,100%,7200000,KZT,12,Y,230400
Company A,40738481,Japan,Professional Services/Outsourcing Solutions,AFPP3,00F20H,Financial Analyst III,M07,Internal,42876431,PNT,Regular,,100%,7170480,JPY,18,Y,229455
Company A,40740497,Japan,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M07,Internal,1061461,FIN,Regular,,100%,6611022,JPY,18,Y,211553
Company A,40572849,Japan,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M07,Internal,799347,FIN,Regular,,100%,6529680,JPY,18,Y,208950
Company A,43814547,Japan,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M07,Internal,1061461,FIN,Regular,,100%,6289056,JPY,18,Y,201250
Company A,43949639,Russia,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,43983111,FIN,Regular,,100%,2167347,RUB,12,Y,69355
Company A,120227605,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40215873,FIN,Regular,,100%,2038330.95,INR,12,Y,69929
Company A,40098299,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,42957855,FIN,Regular,,100%,1977071.24,INR,12,Y,67827
Company A,164102775,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,42957855,FIN,Regular,,100%,1959724.66,INR,12,Y,67232
Company A,40449069,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40132057,GBO,Regular,,100%,1959147.61,INR,12,Y,67212
Company A,43651921,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,898489,FIN,Regular,,100%,1958974.22,INR,12,Y,67206
Company A,43164495,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1302229,FIN,Regular,,100%,1955527.33,INR,12,Y,67088
Company A,120261335,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,120136295,FIN,Regular,,100%,1921215.87,INR,12,Y,65911
Company A,43891947,Russia,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,43983111,FIN,Regular,,100%,1906598,RUB,12,Y,61011
Company A,42990141,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1180501,FIN,Regular,,100%,1891242.96,INR,12,Y,64882
Company A,42903837,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,43280613,FIN,Regular,,100%,1876187.9,INR,12,Y,64366
Company A,1173901,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,898489,FIN,Regular,,100%,1833649.67,INR,12,Y,62907
Company A,120276883,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40465493,FIN,Regular,,100%,1817109.76,INR,12,Y,62339
Company A,120285867,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,43814837,FIN,Regular,,100%,1815458.77,INR,12,Y,62283
Company A,40670277,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40513267,FIN,Regular,,100%,1810678.7,INR,12,Y,62119
Company A,120269325,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,42957855,FIN,Regular,,100%,1784660.58,INR,12,Y,61226
Company A,43461681,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40287855,FIN,Regular,,100%,1783751.55,INR,12,Y,61195
Company A,43491913,Argentina,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M24,Internal,977057,FIN,Regular,,100%,1776263,ARS,13,Y,56840
Company A,43134403,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1315473,FIN,Regular,,100%,1762953.84,INR,12,Y,60481
Company A,120034223,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40215835,FIN,Regular,,100%,1762177.67,INR,12,Y,60455
Company A,933001,Russia,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M11,Internal,933363,FIN,Regular,,100%,1735681,RUB,12,Y,55542
Company A,40677993,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1302229,FIN,Regular,,100%,1701117.81,INR,12,Y,58360
Company A,120137571,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1302081,FIN,Regular,,100%,1700365.49,INR,12,Y,58334
Company A,42939329,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,42712061,FIN,Regular,,100%,1688152.29,INR,12,Y,57915
Company A,120275095,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1025535,FIN,Regular,,100%,1682654.29,INR,12,Y,57726
Company A,120209165,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40351881,FIN,Regular,,100%,1637215.8,INR,12,Y,56168
Company A,42770847,Argentina,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M24,Internal,856909,FIN,Regular,,100%,1628738,ARS,13,Y,52120
Company A,120280829,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,120296283,FIN,Regular,,100%,1619235.92,INR,12,Y,55551
Company A,43662275,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,120136295,FIN,Regular,,100%,1600287.36,INR,12,Y,54901
Company A,1296431,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,42105627,FIN,Regular,,100%,1591355.23,INR,12,Y,54594
Company A,40295929,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,120046477,FIN,Regular,,100%,1586319.26,INR,12,Y,54422
Company A,40809071,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40258101,FIN,Regular,,100%,1578860.67,INR,12,Y,54166
Company A,120137031,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,120014307,FIN,Regular,,100%,1554703.1,INR,12,Y,53337
Company A,43503693,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1315473,FIN,Regular,,100%,1549537.33,INR,12,Y,53160
Company A,43159897,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1174213,FIN,Regular,,100%,1526977.49,INR,12,Y,52386
Company A,40693137,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40675027,FIN,Regular,,100%,1521470.31,INR,12,Y,52197
Company A,1025491,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,42703015,FIN,Regular,,100%,1509253.39,INR,12,Y,51778
Company A,120265241,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40180849,FIN,Regular,,100%,1503395.85,INR,12,Y,51577
Company A,120109261,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40214713,FIN,Regular,,100%,1502525.37,INR,12,Y,51547
Company A,1306369,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40683121,FIN,Regular,,100%,1495347.72,INR,12,Y,51301
Company A,40768475,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40734715,FIN,Regular,,100%,1494695.36,INR,12,Y,51278
Company A,120261947,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40675027,FIN,Regular,,100%,1487564.36,INR,12,Y,51034
Company A,43749555,India,Professional Services/Outsourcing Solutions,AFPP3,00F20H,Financial Analyst III,M21,Internal,42876431,PNT,Regular,,100%,1478789.12,INR,12,Y,50733
Company A,40821715,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40513267,FIN,Regular,,100%,1477652.98,INR,12,Y,50694
Company A,40749083,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,43187649,FIN,Regular,,100%,1456311,INR,12,Y,49961
Company A,40303405,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40513267,FIN,Regular,,100%,1452202.74,INR,12,Y,49820
Company A,120201163,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40214713,FIN,Regular,,100%,1442992.6,INR,12,Y,49504
Company A,120125107,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,120297585,FIN,Regular,,100%,1435741.11,INR,12,Y,49256
Company A,120192621,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,40287855,FIN,Regular,,100%,1430275.04,INR,12,Y,49068
Company A,120267845,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40482043,FIN,Regular,,100%,1420725,INR,12,Y,48741
Company A,43538347,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,43280613,FIN,Regular,,100%,1405965.54,INR,12,Y,48234
Company A,120220217,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,42957855,FIN,Regular,,100%,1403558.39,INR,12,Y,48152
Company A,120256819,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,1298521,FIN,Regular,,100%,1403057.59,INR,12,Y,48134
Company A,40232473,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,1302229,FIN,Regular,,100%,1402718.65,INR,12,Y,48123
Company A,42918309,Russia,Professional Services/Outsourcing Solutions,AFPP3,00F20H,Financial Analyst III,M11,Internal,1122607,PNT,Regular,,100%,1396701,RUB,12,Y,44694
Company A,40297165,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,120266807,FIN,Regular,,100%,1392519.97,INR,12,Y,47773
Company A,40343195,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,1321803,FIN,Regular,,100%,1335958.5,INR,12,Y,45832
Company A,120163425,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,1174219,FIN,Regular,,100%,1332779.02,INR,12,Y,45723
Company A,120137585,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40678285,FIN,Regular,,100%,1310234.45,INR,12,Y,44950
Company A,40282951,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,1302229,FIN,Regular,,100%,1308464.65,INR,12,Y,44889
Company A,120102351,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,810015,FIN,Regular,,100%,1301494.3,INR,12,Y,44650
Company A,120020371,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,1174219,FIN,Regular,,100%,1264029.02,INR,12,Y,43365
Company A,43563545,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40214713,FIN,Regular,,100%,1261366.69,INR,12,Y,43273
Company A,40197197,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40347883,FIN,Regular,,100%,1254644.8,INR,12,Y,43043
Company A,120138101,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40552465,FIN,Regular,,100%,1252293.73,INR,12,Y,42962
Company A,120140225,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40149825,FIN,Regular,,100%,1248241.28,INR,12,Y,42823
Company A,120080037,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,120297585,FIN,Regular,,100%,1229407.53,INR,12,Y,42177
Company A,43689511,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,43280613,FIN,Regular,,100%,1216877.98,INR,12,Y,41747
Company A,40842277,India,Computer/Hardware Systems,AFPP3,00F20H,Financial Analyst III,M21,Internal,42719849,FIN,Regular,,100%,1215572.83,INR,12,Y,41702
Company A,120136257,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40513267,FIN,Regular,,100%,1197030.02,INR,12,Y,41066
Company A,120287233,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,43280613,FIN,Regular,,100%,1192723.76,INR,12,Y,40919
Company A,120262257,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40513267,FIN,Regular,,100%,1184668.25,INR,12,Y,40642
Company A,43111651,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40450289,FIN,Regular,,100%,1182467.06,INR,12,Y,40567
Company A,120106377,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,1174219,FIN,Regular,,100%,1167831.68,INR,12,Y,40065
Company A,120138185,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40220785,FIN,Regular,,100%,1157131.39,INR,12,Y,39697
Company A,120263613,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,40214713,FIN,Regular,,100%,1142980.09,INR,12,Y,39212
Company A,40817049,India,Computer/Hardware Systems,AFPP3,E0F20H,Financial Analyst III b,M19,Internal,120116081,FIN,Regular,,100%,1132541.12,INR,12,Y,38854
