SURVEY_TITLE,MAJOR_FUNCTION,FUNCTION,SUB_FUNCTION,CODE,CAREER_STREAM,CAREER_LEVEL_TITLE,LEVEL_CODE,FAMILY_TITLE,SUB-FAMILY_TITLE,UNIVERSAL_NAVIGATION_GROUP_TITLE,SPECIALIZATION_CODE,SPECIALIZATION_TITLE,INDUSTRY,FUNCTION,DEPARTMENT,CAREER_STREAM_LEVEL,LIBRARY_JOB_CODE,LIBRARY_JOB_TITLE,DUMMY_ID
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Management,Supervisor,M1,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",M10,ENS.03.270.M10,Engineering Sales - Team Leader (Para-Professionals) (M1),8784
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Unknown,PX,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",,,,8785
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Fellow,P8,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",P60,ENS.03.270.P60,Engineering Sales - Pre-eminent Professional (P6),8786
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Strategist,P7,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",P60,ENS.03.270.P60,Engineering Sales - Pre-eminent Professional (P6),8787
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Advisory,P6,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",P50,ENS.03.270.P50,Engineering Sales - Expert Professional (P5),8788
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Expert,P5,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",P50,ENS.03.270.P50,Engineering Sales - Expert Professional (P5),8789
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Mastery,P4,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",P40,ENS.03.270.P40,Engineering Sales - Specialist Professional (P4),8790
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Proficiency,P3,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",P30,ENS.03.270.P30,Engineering Sales - Senior Professional (P3),8791
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Developing,P2,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",P20,ENS.03.270.P20,Engineering Sales - Experienced Professional (P2),8792
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Professional,Entry,P1,Engineering & Science,Engineering,"Sales, Consulting & Field Service Engineering",ENS.03.270,Engineering Sales,Cross Industry,Engineering,"Sales, Consulting & Field Service",P10,ENS.03.270.P10,Engineering Sales - Entry Professional (P1),8793
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Support,Unknown,SX,Engineering & Science,Engineering Technologists & Technicians,Multi-Disciplined Engineering Technologists & Technicians,ENS.10.004,General Engineering Technologists & Technicians,Cross Industry,Engineering,Generalists,,,,8794
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Support,Specialist,S5,Engineering & Science,Engineering Technologists & Technicians,Multi-Disciplined Engineering Technologists & Technicians,ENS.10.004,General Engineering Technologists & Technicians,Cross Industry,Engineering,Generalists,,,,8795
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Support,Advanced,S4,Engineering & Science,Engineering Technologists & Technicians,Multi-Disciplined Engineering Technologists & Technicians,ENS.10.004,General Engineering Technologists & Technicians,Cross Industry,Engineering,Generalists,S40,ENS.10.004.S40,General Engineering Technologists & Technicians - Specialist Para-Professional (S4),8796
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Support,Skilled,S3,Engineering & Science,Engineering Technologists & Technicians,Multi-Disciplined Engineering Technologists & Technicians,ENS.10.004,General Engineering Technologists & Technicians,Cross Industry,Engineering,Generalists,S30,ENS.10.004.S30,General Engineering Technologists & Technicians - Senior Para-Professional (S3),8797
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Support,Proficient,S2,Engineering & Science,Engineering Technologists & Technicians,Multi-Disciplined Engineering Technologists & Technicians,ENS.10.004,General Engineering Technologists & Technicians,Cross Industry,Engineering,Generalists,S20,ENS.10.004.S20,General Engineering Technologists & Technicians - Experienced Para-Professional (S2),8798
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Support,Associate,S1,Engineering & Science,Engineering Technologists & Technicians,Multi-Disciplined Engineering Technologists & Technicians,ENS.10.004,General Engineering Technologists & Technicians,Cross Industry,Engineering,Generalists,S10,ENS.10.004.S10,General Engineering Technologists & Technicians - Entry Para-Professional (S1),8799
2021 Comptryx,Sales & Marketing,Sales Support,Systems Engineering (pre-sales),SUP,Unknown,Unknown,XX,,,,,,,,,,,,8800
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Management,Unknown,MX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,,,,8801
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Management,Director,M5,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,M50,SMP.11.002.M50,Sales Effectiveness & Analytics - Senior Manager II (M5),8802
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Management,Senior Manager,M4,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,M40,SMP.11.002.M40,Sales Effectiveness & Analytics - Senior Manager (M4),8803
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Management,Manager,M3,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,M30,SMP.11.002.M30,Sales Effectiveness & Analytics - Manager (M3),8804
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Management,Senior Supervisor,M2,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,M20,SMP.11.002.M20,Sales Effectiveness & Analytics - Team Leader (Professionals) (M2),8805
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Management,Supervisor,M1,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,,,,8806
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Unknown,PX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,,,,8807
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Fellow,P8,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,,,,8808
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Strategist,P7,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,,,,8809
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Advisory,P6,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,P50,SMP.11.002.P50,Sales Effectiveness & Analytics - Expert Professional (P5),8810
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Expert,P5,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,P50,SMP.11.002.P50,Sales Effectiveness & Analytics - Expert Professional (P5),8811
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Mastery,P4,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,P40,SMP.11.002.P40,Sales Effectiveness & Analytics - Specialist Professional (P4),8812
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Proficiency,P3,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,P30,SMP.11.002.P30,Sales Effectiveness & Analytics - Senior Professional (P3),8813
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Developing,P2,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,P20,SMP.11.002.P20,Sales Effectiveness & Analytics - Experienced Professional (P2),8814
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Professional,Entry,P1,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,P10,SMP.11.002.P10,Sales Effectiveness & Analytics - Entry Professional (P1),8815
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Support,Unknown,SX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,,,,8816
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Support,Specialist,S5,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,,,,8817
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Support,Advanced,S4,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,S40,SMP.11.001.S40,General Sales Operations/Administration - Specialist Para-Professional (S4),8818
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Support,Skilled,S3,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,S30,SMP.11.001.S30,General Sales Operations/Administration - Senior Para-Professional (S3),8819
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Support,Proficient,S2,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,S20,SMP.11.001.S20,General Sales Operations/Administration - Experienced Para-Professional (S2),8820
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Support,Associate,S1,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.001,General Sales Operations/Administration,Cross Industry,Sales,Sales Administration & Support,S10,SMP.11.001.S10,General Sales Operations/Administration - Entry Para-Professional (S1),8821
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Unknown,Unknown,XX,,,,,,,,,,,,8822
2021 Comptryx,Sales & Marketing,Sales Support,Sales Analysis & Forecasting,SUR,Executive,Unknown,EX,"Sales, Marketing & Product Management",Sales Operations/Administration,,SMP.11.002,Sales Effectiveness & Analytics,Cross Industry,Sales,Sales Administration & Support,Sub-Function Head,SMP.11.002.Sub-Function Head,Sales Effectiveness & Analytics - Sub-Function Head,8823
